x,lam
8.38095238095238,2.257142857142857
8.421052631578947,2.263157894736842
8.461152882205514,2.269172932330827
8.50125313283208,2.275187969924812
8.541353383458645,2.281203007518797
8.581453634085213,2.287218045112782
8.62155388471178,2.2932330827067666
8.661654135338345,2.299248120300752
8.701754385964911,2.3052631578947365
8.741854636591478,2.311278195488722
8.781954887218046,2.3172932330827067
8.822055137844611,2.3233082706766917
8.862155388471177,2.329323308270676
8.902255639097744,2.3353383458646615
8.942355889724311,2.341353383458647
8.982456140350877,2.3473684210526313
9.022556390977442,2.3533834586466162
9.06265664160401,2.359398496240601
9.102756892230577,2.3654135338345865
9.142857142857142,2.371428571428571
9.182957393483708,2.3774436090225564
9.223057644110275,2.3834586466165413
9.263157894736842,2.389473684210526
9.303258145363408,2.395488721804511
9.343358395989974,2.401503759398496
9.38345864661654,2.4075187969924814
9.423558897243108,2.413533834586466
9.463659147869674,2.4195488721804512
9.50375939849624,2.4255639097744357
9.543859649122806,2.431578947368421
9.583959899749374,2.437593984962406
9.62406015037594,2.443609022556391
9.664160401002505,2.4496240601503754
9.704260651629072,2.4556390977443607
9.74436090225564,2.461654135338346
9.784461152882205,2.4676691729323306
9.82456140350877,2.4736842105263155
9.864661654135338,2.4796992481203004
9.904761904761905,2.4857142857142858
9.94486215538847,2.4917293233082702
9.984962406015036,2.4977443609022556
10.025062656641603,2.5037593984962405
10.06516290726817,2.5097744360902254
10.105263157894736,2.5157894736842104
10.145363408521302,2.5218045112781953
10.185463659147869,2.5278195488721806
10.225563909774436,2.533834586466165
10.265664160401002,2.5398496240601505
10.305764411027567,2.545864661654135
10.345864661654135,2.5518796992481203
10.385964912280702,2.557894736842105
10.426065162907268,2.56390977443609
10.466165413533833,2.5699248120300746
10.5062656641604,2.57593984962406
10.546365914786968,2.5819548872180453
10.586466165413533,2.58796992481203
10.626566416040099,2.5939849624060147
10.666666666666666,2.5999999999999996
10.706766917293233,2.606015037593985
10.746867167919799,2.6120300751879695
