t,mean,sd,band
0.584,-0.1620953041010909,0.8224099422663039,0.764198926981712
0.586,-0.16749326915837287,0.8218410986315412,0.7655063683601855
0.588,-0.1657850741075574,0.8213434930292504,0.7668115805072325
0.59,-0.16729175195565305,0.8266061988457208,0.7681145747868608
0.592,-0.16702006858770735,0.8305271036311951,0.7694153624668538
0.594,-0.16858917385941616,0.8342751746427252,0.7707139547199077
0.596,-0.17416428853303437,0.8333326233593176,0.7720103626247513
0.598,-0.17116992108736137,0.8353278580152409,0.7733045971672482
0.6,-0.18034366737617658,0.8460828752351295,0.7745966692414834
0.602,-0.1837833412813722,0.8493753943584812,0.7758865896508329
0.604,-0.19274896882882794,0.8638903186365764,0.7771743691090179
0.606,-0.1858234819728469,0.8567573485838168,0.7784600182411425
0.608,-0.18506313486125206,0.853269382813155,0.7797435475847171
0.61,-0.1970992445857903,0.8505203437063203,0.7810249675906654
0.612,-0.19605971801307637,0.8561704067018068,0.7823042886243179
0.614,-0.19801529647688557,0.8587326904259128,0.7835815209663893
0.616,-0.1996928552899286,0.8688439884949719,0.7848566748139434
0.618,-0.2103420302467753,0.8834665583889094,0.7861297602813418
0.62,-0.21597743624271498,0.879855746706219,0.7874007874011811
0.622,-0.21516033448788097,0.8797127001179482,0.7886697661252141
0.624,-0.2128668661796789,0.8790123381651587,0.7899367063252599
0.626,-0.20683494417539616,0.8823782474686158,0.7912016177940993
0.628,-0.20329588355201178,0.8823643403811554,0.792464510246358
0.63,-0.199853380975675,0.8898486789061146,0.7937253933193772
0.632,-0.2089834675648326,0.896158927298599,0.7949842765740717
0.634,-0.21065411472211654,0.890000971919009,0.7962411694957753
0.636,-0.20628323244637078,0.8867490486738906,0.7974960814950754
0.638,-0.20306108555085142,0.8884858326348412,0.7987490219086343
0.64,-0.20050059851976376,0.8815666609122313,0.8
0.642,-0.1888688297201728,0.8873051625575976,0.8012490249604052
0.644,-0.19015499472465933,0.8937516244419524,0.8024961059095552
0.646,-0.19228075950367185,0.8881816887141731,0.8037412518964048
0.648,-0.187996245734789,0.8823521927529551,0.8049844718999243
0.65,-0.1839232251826988,0.8786097956624828,0.806225774829855
0.652,-0.18341661574155269,0.8909419784658684,0.807465169527454
0.654,-0.18480107884586344,0.8889594726858757,0.8087026647662292
0.656,-0.19031226083976252,0.8851511904625217,0.8099382692526635
0.658,-0.17961780939218533,0.8882871673568754,0.8111719916269299
0.66,-0.16679838743313918,0.8893421730779948,0.812403840463596
0.662,-0.17106897610322716,0.8933670261716696,0.8136338242723197
0.664,-0.17417856611860258,0.8925385418453742,0.8148619514985346
0.666,-0.18685684190698415,0.8906733902986628,0.8160882305241266
0.668,-0.19003010317356323,0.8978814185237389,0.817312669668102
0.67,-0.203603352990898,0.9005343679953488,0.8185352771872451
0.672,-0.2048797361204448,0.9140237922333249,0.8197560612767679
0.674,-0.2127983738821146,0.9150704258914584,0.8209750300709517
0.676,-0.20811978817412669,0.9111208922424592,0.8221921916437787
0.678,-0.22073907897320258,0.9124172629051632,0.8234075540095561
0.68,-0.21946128032752896,0.9064241624090849,0.8246211251235321
0.682,-0.21757140525530597,0.9098451969712023,0.8258329128825032
0.684,-0.2073819901550479,0.9075484405598597,0.8270429251254133
0.686,-0.22255874033344433,0.8938139942657989,0.8282511696339463
0.6880000000000001,-0.22670582565242728,0.89524608176396,0.8294576541331089
0.6900000000000001,-0.22978011851609986,0.9035038178771196,0.8306623862918076
0.6920000000000001,-0.22276658056867413,0.9004031052739213,0.8318653737234168
0.6940000000000001,-0.22087562962935825,0.8931733451527893,0.8330666239863412
0.6960000000000001,-0.22359230065999147,0.9009226733576244,0.8342661445845685
0.6980000000000001,-0.2169168807204445,0.9069140824876224,0.8354639429682169
0.7000000000000001,-0.21961512981356854,0.901273228677668,0.8366600265340756
0.7020000000000001,-0.21151653691032243,0.9022153793930185,0.8378544026261365
0.704,-0.21169464470167743,0.8955103754061864,0.8390470785361213
0.706,-0.21824458071428765,0.8925745683356184,0.8402380615040002
0.708,-0.21645099823054653,0.8939745652493625,0.8414273587185052
0.71,-0.2226588878608006,0.8970003148332183,0.8426149773176358
0.712,-0.22044770687519163,0.8861834615967049,0.8438009243891594
0.714,-0.2210919584117452,0.8753227799843845,0.8449852069711044
0.716,-0.23126347328442665,0.8721294358072625,0.8461678320522472
0.718,-0.23331652610051468,0.8611648819556298,0.8473488065725944
0.72,-0.238350621923824,0.8699711352398336,0.848528137423857
0.722,-0.23465738280948137,0.8643607989683516,0.8497058314499201
0.724,-0.234857278208186,0.8662965594486343,0.8508818954473059
0.726,-0.24253946169825522,0.8627405674508094,0.8520563361656317
0.728,-0.2522295422475024,0.865949916089323,0.8532291603080616
0.73,-0.2448204233010433,0.8701611922655431,0.8544003745317531
0.732,-0.24472930518703226,0.8705637295187634,0.8555699854482975
0.734,-0.2415105903580849,0.8703820334548843,0.8567379996241558
0.736,-0.23449902032333358,0.8692605458741582,0.8579044235810886
0.738,-0.2287070603191705,0.8715287027306047,0.8590692637965812
0.74,-0.23850190184377904,0.877537992944475,0.8602325267042626
0.742,-0.23651404008908056,0.8710531740757339,0.8613942186943212
0.744,-0.23402292890482615,0.8786479313673965,0.862554346113913
